Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.5641192146612,19.4540492232528,19.6074578637495,19.6306308571508,19.5926522296546,19.5321323263632,19.5773920549816,19.6237425119618,19.2006039411646,18.3225493991784,17.3386977536858,16.6436475959776,16.2624374275261,16.0089292596367,15.8318386643802,15.7380041922066,15.8073921938662,15.8989049748151,15.9742021071528,15.9106645987672,15.7215622384269,15.5103826163492,15.4630464078105,15.2941067192002,14.9726828960752
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8,23.7,23.1,21,18.4,16.1,15,14.6,14.6,15,15,14.7,13.8,13.1,12.4,12,11.6,11.4,11,10.9,10.7,10.6,10.6,10.9,11.3
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5.1,5.2,5.4,5.6,5.5,5.3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8372034680429,23.8775036894772,24.0836321320889,23.9934230309432,23.5988800677984,22.6637014422751,21.4742618600564,20.2462707818055,19.3376196575996,18.7796875389904,19.0465207140838,19.8786346892999,20.8506880166191,21.4154807828163,21.4278531827405,20.7001451011612,19.3551063992575,17.9375517151719,17.0940798153412,16.6561946115295,16.5740151970133,16.4217927388341,16.4234006197097,16.3304058095114,16.2225316391523
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8372034680429,23.8775036894772,24.0836321320889,23.9934230309432,23.5988800677984,22.6637014422751,21.4742618600564,20.2462707818055,19.3376196575996,18.7796875389904,19.0465207140838,19.8786346892999,20.8506880166191,21.4154807828163,21.4278531827405,20.7001451011612,19.3551063992575,17.9375517151719,17.0940798153412,16.6561946115295,16.5740151970133,16.4217927388341,16.4234006197097,16.3304058095114,16.2225316391523
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.6,31.3,31.9,32.1,31.3,31.3,31.3,31.3,30.7,29.9,29.7,29.7,29.9,29.8,29.5,29.1,28.4,27.6,26.7,26,25.3,24.6,23.8,22.9,22
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.7,20.1,20.2,20.1,21.6,23,23.9,23.1,21.1,18.9,16.8,15,13,11.3,10,9.2,8.5,7.9,7.3,6.8,6.4,6.3,6.3,6.4,6.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.41625532823,32.862413841351,32.5226378492616,32.2136211425277,31.5854890020219,30.9143725616483,30.1632564017554,29.5185012151161,28.7189074784049,27.9334117416571,27.2350462547182,26.6865202513677,26.0635375376416,25.1928349041436,24.1622951227996,23.0812651879243,22.237237668318,21.6159038700309,21.074690095631,20.446294919456,19.8359533958743,19.3176243857475,18.9855352236689,18.7459823477947,18.5229670439379
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.41625532823,32.862413841351,32.5226378492616,32.2136211425277,31.5854890020219,30.9143725616483,30.1632564017554,29.5185012151161,28.7189074784049,27.9334117416571,27.2350462547182,26.6865202513677,26.0635375376416,25.1928349041436,24.1622951227996,23.0812651879243,22.237237668318,21.6159038700309,21.074690095631,20.446294919456,19.8359533958743,19.3176243857475,18.9855352236689,18.7459823477947,18.5229670439379
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.41625532823,32.862413841351,32.5226378492616,32.2136211425277,31.5854890020219,30.9143725616483,30.1632564017554,29.5185012151161,28.7189074784049,27.9334117416571,27.2350462547182,26.6865202513677,26.0635375376416,25.1928349041436,24.1622951227996,23.0812651879243,22.237237668318,21.6159038700309,21.074690095631,20.446294919456,19.8359533958743,19.3176243857475,18.9855352236689,18.7459823477947,18.5229670439379
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5,14.5,14.8,14.4,14.2,13.6,13.2,13.3,13.5,14.1,13.9,13.8,13.2,12.8,12.2,11.5,10.9,10.1,9.5,8.7,8.3,8.3,8.4,8.3,8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.9,16.6,16.8,18,19.4,21.7,23.8,25.1,23.9,21.7,19.2,17.7,16.3,15.6,15.8,17.4,19.4,21.3,22.6,23.6,24.4,25.1,26.1,26.5,26.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.1,28.1,28.1,28.1,30.6,33.7,36.5,38.1,38.5,38.8,39.5,41,42.6,43.1,42.3,40.5,39,38.2,38,37.4,36.8,35.9,35,34,33.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2,24.8,27.1,29.6,32.1,34.5,35.6,36.3,36.3,36.8,37.1,37.8,37.7,37.7,36.7,35.4,34.2,33.8,34.5,34.7,34.7,33.4,32.7,32.1,32.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6,33.2,32.6,30.8,27.8,24.7,21.5,20,19.2,19,18.4,17.5,16.3,15,13.4,11.7,10.4,9.7,9.5,9.3,8.9,8.6,8.3,7.9,7.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.2,40.7,38.5,35.5,35.3,36.2,39.2,41.8,44.1,43.9,41.6,38.1,35,33.8,33.8,34,33.7,33.1,32.6,32.1,31.2,30.2,29,27.9,26.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.9,41.3,40.6,39.7,36.8,34,31.9,30.6,29.8,29.2,28.7,28.4,27.8,26.7,25.3,24.2,23.2,22.3,21.3,20.5,18.9,17.1,14.5,12.9,11.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6,13.2,14.7,15.5,15.8,15.3,14.7,14.4,13.8,13,11.9,11.3,11.3,11.8,12,11.7,11.2,10.7,10.4,10.2,9.9,9.3,8.7,8,7.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6,8.6,8.6,8.6,9.2,9.7,10.1,10.1,9.6,9,8.4,7.9,7.2,6.3,5.5,5.1,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.2,24.4,25,25.5,26.4,27.9,29.4,30,29.1,28.4,28.1,27.2,25.3,22.9,21.9,22.3,23.7,24.8,25.3,25.1,24.8,24.8,25,25.3,25.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.0015411187363,20.3271645328497,19.5844208957513,18.6616385461773,17.3144444397094,16.1739887473065,15.4540516351901,14.9371008575294,14.5744267135585,14.2344131374197,13.9146858142771,13.6287361899199,13.4179142512747,13.1187626535158,12.7732693458241,12.4440604030821,12.0062397327788,11.483864103107,10.9355353012889,10.4026306285562,9.8555915969789,9.37258356131056,8.95638406427108,8.5264516685854,8.17456174609155
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6,6.4,5.8,5.1,5,5.3,5.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5.9,7.3,9.1,11.5,14.4,16.8,17.7,16.7,14.7,12.4,10.5,9.4,8.9,8.5,7.7,6.6,5.5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.2,11.6,11.9,12.2,12,11.3,10.1,9.1,8.3,8.1,8.2,8.3,8.2,7.8,7.4,7,6.5,6.1,5.9,6,6.1,6.3,6.4,6.4,6.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1,13.2,13.2,13.9,14.8,16,17.2,18.5,18.1,16.6,15.3,15.1,15.3,13.8,11.7,9,6.8,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.6,44.8,41.3,37.9,35.4,35,35,34.1,31.3,28.1,25.4,23.3,21.4,19.9,19,18.5,17.8,16.8,15.6,14.5,13.6,13,12.5,11.8,11
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.6,18.5,18.2,17.8,17.2,16.6,16.1,15.7,15.3,15,14.9,15,15.1,15,14.7,14.3,13.7,13,12.5,12.1,11.8,11.4,11.2,11,10.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.9,28.6,27.9,28.3,29.3,30.3,30.8,30.7,30.1,29.6,29.4,30,30.5,30.9,30.6,29.7,28.5,27.7,27.3,27,26.3,25.8,25.7,25.9,26.1
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.8,34.9,35.2,35.3,34.3,34.2,35.6,38.1,40.7,42.9,45.4,47.1,48.2,48.5,49.4,50.7,52.5,53.5,53.1,51.7,50.3,49.4,48.8,48.4,47.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.7,44.4,45.1,46.1,46.3,45.8,44.7,43.8,43.6,43.7,43.7,43.2,42.8,42.5,41.6,40.4,38.6,37.3,36,34.7,33.5,33.2,33.5,34,33.4
Health expenditure per capita (current US$),SH.XPD.PCAP,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.48190406,19.33236793,20.89000224,21.89580296,22.18140928,26.98894729,33.80518937,43.52543981,52.8857608,52.38254929,58.16803071,53.36597308,56.57452735,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.48380136,72.42532839,52.94161894,61.25168194,75.95312403,74.02882494,78.66819861,89.9161553,112.63011779,153.26255007,166.22792891,175.46111256,216.94308134,254.735035,238.07097947,219.27385748,255.2555999,239.51286789,253.3418956,272.20429151,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.87082951,53.4514481,57.94416343,57.08920215,54.28883852,61.30289682,66.508593,66.18230218,75.43769203,92.1539956,100.35610741,116.33972015,150.54703923,206.40840341,207.72120828,228.91595202,286.968847,335.26909118,345.65370409,361.7291743,..
Health expenditure per capita (current US$),SH.XPD.PCAP,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1282.52258662,1386.66114884,1395.5214956,1831.20946786,1369.1612816,1242.21097786,1268.63334966,1450.79647062,1827.84175497,2127.73674755,2089.66776214,2256.10300159,2997.57274716,3081.87021953,2897.93204128,3173.99169088,2794.50281318,2993.7301066,4914.39117816,3746.33415672,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.00618425,13.75622193,19.27911944,15.14206043,14.23259059,16.8991726,30.91774474,28.19059742,37.44842882,53.4564375,64.68519176,102.37922537,106.60251904,163.11605053,160.83547792,131.79621085,160.36072269,168.02721742,225.73659246,179.35785371,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,353.19289801,356.41139064,373.27456563,386.62789176,400.73519335,416.41326943,439.38001025,442.60837448,470.78383885,462.48912816,532.73416909,590.23941594,652.2483176,740.68854173,679.68040921,732.68117568,724.01950759,728.48132414,711.43035589,773.71224648,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.7495769077374,91.0568380744579,97.6628517266039,99.7593894888633,108.104006573068,115.388478469894,117.896799443508,118.738833805679,113.859433733153,126.019905052709,138.744454322676,159.438760361755,186.207286681419,221.068163345658,241.923228175044,249.482165530098,284.015080658953,326.130424121291,341.765837417159,356.113001127244,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,612.95824318,616.81447153,683.68795122,704.46065824,724.11127656,706.90499353,672.65232677,223.90609457,277.93844386,323.75024296,389.81827568,447.1689734,539.23777278,673.84210464,711.95419553,738.48082303,795.75029309,726.79434807,731.4512884,605.1878448,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.62249443,29.14083557,30.12181086,34.98812191,33.89211786,38.82927307,41.12659264,41.9909141,51.50899053,65.49067686,86.10079034,98.22416727,134.06043976,149.38303441,132.51720397,143.06442355,127.00593164,149.92806121,158.98019679,161.55238559,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1591.17992691,1789.35369193,1787.62517117,1613.10676376,1775.35382432,1745.92530648,1665.20028425,1883.31574958,2370.88055821,2933.22886859,3214.03087478,3421.90797166,4077.85232896,4410.43770246,4256.64084463,5324.51741475,6368.42412403,6543.52388728,6258.4673609,6031.1074579,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2867.56475911,2811.46105314,2563.91879728,2675.56255775,2709.57173208,2415.78238586,2418.43634953,2643.57683335,3285.60049041,3779.74711463,3916.48423374,4075.33464566,4710.11058824,5286.91522868,5153.78854406,5049.56233972,5431.67400978,5239.51757942,5478.24494959,5580.49394331,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.01915735,24.7783912,27.2665367,30.26766499,30.49546759,30.29752578,31.16934787,33.61683581,57.03998429,81.25548578,121.89057566,149.73086751,192.38440974,241.55761229,288.53611228,310.14890456,358.2574,399.49742884,432.418509,471.41439556,..
Health expenditure per capita (current US$),SH.XPD.PCAP,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,838.47639309,879.51739302,959.5076803,1031.02525737,1072.52054011,1106.27712821,1106.29152399,1182.81298315,1236.43426749,1325.12768998,1393.62469362,1644.47339942,1719.8036343,1727.6913083,1638.219083,1630.1376802,1642.38655838,1642.98980052,1572.2566856,1720.1594667,..
Health expenditure per capita (current US$),SH.XPD.PCAP,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,495.1691674,491.51576395,532.05210217,488.70156865,495.57855433,476.88675431,490.2564085,515.02984522,543.81704368,547.8238566,581.65193609,605.16717182,651.47085327,730.11507581,725.74826487,741.5719713,756.55105445,1006.91174428,1142.49525375,1242.84417722,..
